id,date,amount,customer_id,location_id
1,2017-09-17T23:31:59Z,$726.33,4e6e44b8-28d2-4a2a-ada2-afaf6f297079,3637013355
2,2017-05-29T19:43:34Z,$9.15,decb2604-c0a8-469b-af81-c32abbcbe4ae,2970230054
3,2017-01-17T23:48:20Z,$482.81,fa72dda9-c84a-4b32-adc2-d94b92508fec,5418323601
4,2017-12-20T00:28:12Z,$925.58,68c562dc-5c15-4843-9c37-c063f7adb758,8445104934
5,2017-06-18T01:22:41Z,$904.79,cb06ecbd-caa9-45a3-b254-e40d2ae8d234,7501285195
6,2017-08-25T05:04:49Z,$816.69,3c35af32-ee1c-40d6-a4b3-83eab019884f,8400736990
7,2017-10-02T20:19:50Z,$268.73,27438bb9-c6a7-42a8-b730-aec458993a52,9312190334
8,2017-10-19T01:30:31Z,$798.05,08272825-cd75-4512-a12c-86f1a494a49c,0795411227
9,2017-06-23T19:49:40Z,$192.77,ea964cbd-b573-4622-859f-431dc6b7db02,8636349966
10,2017-11-04T10:06:31Z,$262.70,93f8d478-e99f-4d49-8341-2d82b70b1196,6704753338
11,2017-03-14T05:28:00Z,$741.78,9f8f6d81-afd6-4e30-89ba-5c98d04d89dc,3524806570
12,2017-08-25T23:17:42Z,$732.75,7bad3bae-294b-4368-9880-892a7294c4b1,7902815292
13,2017-10-01T23:39:41Z,$833.24,2421f85b-b3d1-407c-b87a-b5ee78ea00e9,5597225766
14,2017-12-22T09:17:02Z,$613.32,f09417ed-6203-4fba-bf12-a1e9967993a0,6081613429
15,2017-01-25T07:40:37Z,$174.66,1b17f990-9620-40b6-9247-8757069a5b82,7080871662
16,2017-02-16T03:30:16Z,$964.05,275103af-c34e-4dc1-8c2b-73f54be128fe,9978347941
17,2017-07-05T18:20:03Z,$879.30,c2821522-2dd0-4b01-9de0-52a75854b885,2905720786
18,2017-09-20T19:24:43Z,$730.07,5a562de9-f688-4ef1-b0c6-b463003b0fda,6210571328
19,2017-02-25T12:26:43Z,$728.11,b11835ba-8e02-4a74-9f27-96088b8ea7c1,3212171782
20,2017-04-21T10:09:44Z,$922.53,fc77ce6d-07d1-494e-a4e3-3135e9094632,3514877505
21,2017-10-06T19:54:50Z,$924.90,cd13aab6-8ce1-42f1-a58c-7afdb4b26190,3596315360
22,2017-03-24T15:55:46Z,$98.23,12de753d-0ad8-40f6-9398-4bea7eed9b40,9900313518
23,2017-04-16T04:21:53Z,$89.18,b633ced5-f1f5-4c89-aefc-5ba8cb1b0065,7984302863
24,2017-12-23T20:31:17Z,$449.30,b86ba73e-bd10-4b36-88ee-4ed093933be7,8147523734
25,,$798.49,1208b3dc-f329-4ffb-b2fc-26c9f0966d44,0282676384
26,2017-12-20T19:10:02Z,$474.27,c57cdf5b-e792-4888-bbfb-23d630024a06,7613694844
27,2017-09-02T16:01:19Z,$737.97,16237c68-eca6-4684-aa9b-c706d1f241f7,1492612537
28,2017-08-08T01:01:18Z,$367.80,05374daa-f5b8-4c33-b6de-8c806caa6096,9115699277
29,2017-09-23T01:43:54Z,$820.41,0228ad6d-9414-4982-9d41-b44dbfd0fc1b,5716361811
30,2017-11-25T03:36:27Z,$809.94,3c062575-fb08-469f-b185-7db9b49e6622,6276296473
31,2017-08-04T13:00:17Z,$495.30,f9a4a08e-b0b2-493e-915e-1e6b35bee13d,3872301128
32,2017-03-14T23:33:08Z,$210.91,496c4bc4-6f45-4699-b44f-bda831b71faa,3105032754
33,2017-07-23T05:54:44Z,$564.41,2a8fd31a-4fa7-4135-b682-50ccfd3348d1,3888974569
34,2017-05-12T07:11:52Z,$301.54,df943cb7-31af-4f06-884e-b24db632b638,4380052761
35,2017-09-04T15:58:18Z,$82.16,93f1fa46-2d88-4af4-96ab-a8f982d13244,0039056910
36,2017-02-21T11:13:53Z,$705.76,10a5e889-8182-47c9-9117-799728c79561,8094267607
37,2017-02-15T04:43:48Z,$170.61,e1691edd-07af-411f-8e66-cb12b53be45b,4374807969
38,2017-01-31T17:25:51Z,$774.69,d83f9045-8e7a-4549-af99-c5bfe2f2d7f3,1790999480
39,2017-06-05T11:08:57Z,$552.25,a3a43426-b786-4058-85f1-40eb1a25a7dd,9955105542
40,2017-11-19T22:26:13Z,$635.20,72a99495-9bcc-4110-a652-9e850bd3ea5a,5781984666
41,2017-01-20T11:30:36Z,$562.04,24b2c97b-53c0-4cbc-a1e6-664f2eac42da,9582173483
42,2017-12-02T09:10:05Z,$152.90,ce0ee2b4-bfc8-4ca0-b883-fa67bffb2269,0459368230
43,2017-04-11T18:21:39Z,$482.27,3507896b-6d63-4e0e-ba4e-6633bf31ae3e,2670967086
44,2017-07-18T00:09:17Z,$262.47,00d4c2e0-f234-4743-8354-6294f722a90d,4546110308
45,2017-12-17T04:41:07Z,$196.18,6cbb3afd-699b-4305-aa7d-29a737a6d841,2207583074
46,2017-01-13T22:17:04Z,$811.18,ed49e876-eba4-4a3d-a376-4060f3eac225,9516244181
47,2017-08-12T02:57:37Z,$880.91,61c1439d-0de1-4b2c-87e3-33d1f3bd3f7e,2759090248
48,2017-11-16T23:16:09Z,$579.71,1df933f0-9cd4-42bd-9d5f-3b4f453a1822,8545858655
49,2017-06-28T21:10:58Z,$444.33,9ecc312c-4268-4978-ad86-d04597f5a57c,7030328507
50,2017-04-19T23:47:50Z,$934.17,c4e1a6e7-1965-4a17-ae52-b604f4be07b4,6550251605
51,2017-01-21T01:30:46Z,$586.93,cc5e743f-5926-4193-abcc-aa947fa8928d,3637013355
52,2017-06-24T16:34:22Z,$803.67,da85beda-b92a-4e32-8b64-1516f02844bb,2970230054
53,2017-08-29T16:42:03Z,$651.60,8e74c6bd-c408-442a-8f77-6e3f4fd45f0a,5418323601
54,2017-02-11T16:33:15Z,$797.51,4c3a6ce3-d8b4-4cbe-bf4c-68f885b41cf5,8445104934
55,2017-09-08T13:43:10Z,$548.89,44f5a31b-a87d-4cd3-965e-7834ecb60da9,7501285195
56,2017-09-12T13:16:31Z,$307.69,664ceae1-9b30-46e6-8742-7fdaf8ef50e3,8400736990
57,2017-12-22T21:31:10Z,$38.91,5a4379fa-0217-4a83-8c9d-513bb9e1a7cf,9312190334
58,2017-04-05T01:07:48Z,$508.77,aec43893-5a0b-453f-bc38-486390ec172c,0795411227
59,2017-02-25T22:18:30Z,$145.27,39cf781e-29c8-4c4a-9243-7967b30362fa,8636349966
60,2017-08-14T06:13:31Z,$276.62,ba051cf3-a7ce-4e4c-b405-f3191606788f,6704753338
61,2017-01-15T16:32:49Z,$522.64,767d0cb2-0c91-494c-93a6-85fb7d3ea59f,3524806570
62,2017-04-19T15:04:50Z,$891.47,bbf00dd1-ad3c-45c0-8517-220dfcf4c540,7902815292
63,2017-04-28T02:08:08Z,$4.06,0ed94d1f-678d-40e6-bfa7-17bdcefb0ed0,5597225766
64,2017-02-11T03:24:43Z,$555.90,1a55bd70-9551-4660-a9f4-f9e8518ac612,6081613429
65,2017-11-25T08:21:06Z,$721.64,6acdc182-1a72-4e1b-a5f6-166683a7ccc6,7080871662
66,2017-10-08T11:09:06Z,$723.07,8de6f8ad-18b7-4393-982b-55c049e03979,9978347941
67,2017-10-04T23:56:28Z,$465.26,66c52726-9c85-48e8-9d03-877123498b9e,2905720786
68,2017-04-15T14:38:36Z,$453.34,a3824605-8184-46cd-9af9-7f4c486b8f72,6210571328
69,2017-06-07T05:22:06Z,$388.04,32c6d9ed-a991-44d4-af3b-fc07c963aa8e,3212171782
70,2017-04-23T06:12:46Z,$326.42,b45ee442-1c21-4069-bfdc-5df4e83f9e24,3514877505
71,2017-05-27T21:08:43Z,$496.06,c3de3c12-5f39-4d89-9600-9355d67bb261,3596315360
72,2017-09-12T00:06:50Z,$459.76,ebc5ca8b-2d5d-4111-be2c-701a30f15e46,9900313518
73,2017-07-03T21:19:45Z,$190.12,e2871875-49a1-4e57-94bd-cbf43f7decad,7984302863
74,2017-05-29T09:13:54Z,$506.34,ccf13fe5-3f55-485e-b089-711a25638a5f,8147523734
75,2017-12-14T17:59:26Z,$234.50,be769e88-9f56-455b-90d3-0d4122234d3d,0282676384
76,2017-06-04T17:47:24Z,$623.92,2b564fec-bc6a-4aa2-b295-c40aab573719,7613694844
77,2017-06-30T03:12:44Z,$876.32,5535c77a-4be4-4bb3-be40-2649d6cc194d,1492612537
78,2017-04-18T09:20:52Z,$342.41,d7670bb4-e32b-4d63-84f8-eda1afcd7f98,9115699277
79,2017-06-22T09:09:35Z,$666.52,de1bc0da-2993-4659-a493-734889fdcd4b,5716361811
80,,$503.57,a167acdd-8dd2-4821-aede-8d11951bfee4,6276296473
81,2017-12-23T04:26:19Z,$583.32,74134012-cf9a-4f1e-bd03-df513d50b4e0,3872301128
82,,$264.26,70dc2fdb-d8a3-40e9-a397-b385097b2215,3105032754
83,2017-10-29T20:42:20Z,$55.43,23390320-3426-44e4-8631-7a172bc8b2c7,3888974569
84,2017-10-12T15:02:48Z,$90.39,bc742c25-e095-44af-a41a-56a09c0483fc,4380052761
85,2017-07-29T08:55:59Z,$191.10,2ea1f39f-2ab4-426a-af2f-4e132620bcd7,0039056910
86,2017-03-29T04:31:05Z,$2.96,793be44e-c870-4d75-8849-af31fae80db5,8094267607
87,2017-11-20T15:44:08Z,$444.97,0810104d-64e0-4469-93b2-c7738d71ca1a,4374807969
88,2017-08-30T07:03:44Z,$545.38,5fb6e0ae-f792-46c3-bcc7-3a708cdb0168,1790999480
89,2017-09-18T22:58:08Z,$467.60,8a039a5b-ae20-487f-bd50-64af7fdbdeba,9955105542
90,2017-02-08T18:55:29Z,$970.06,ef776da6-eb03-43ca-827c-178d7d037d9e,5781984666
91,2017-05-24T18:40:38Z,$518.92,5afe75b5-8945-4b2a-9b6c-9beda7f21a22,9582173483
92,2017-06-01T11:47:50Z,$961.24,b78e1b0b-8b4f-491d-8298-d036779dce63,0459368230
